Speed:	1000.000000000000
StepSize:	0.001000000000
is moving
 xp 	 yp 	 zp 	 X 	 Y 	 Z 	 vX 	 vY 	 vZ 	 aaX 	 aaY 	 aaZ 	 lX 	 lY 	 lZ 	 lvX 	 lvY 	 lvZ 
0	9	0	0.578960442150	37.171572875254	0.578960442150	-0.707106781187	0.000000000000	-0.707106781187	0.000000000000	0.000000000000	0.000000000000	2.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
0	10	0	3.475764190129	42.828427124746	3.475764190129	-0.707106781187	0.000000000000	-0.707106781187	0.000000000000	0.000000000000	0.000000000000	2.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
1	9	0	4.590489297435	37.171572875254	0.424664508898	-0.666794859470	0.000000000000	-0.745241313525	0.000000000000	0.000000000000	0.000000000000	6.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
1	10	0	7.469948328606	42.828427124746	3.642883426089	-0.666794859470	0.000000000000	-0.745241313525	0.000000000000	0.000000000000	0.000000000000	6.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
2	9	0	8.623444754792	37.171572875254	0.256363356070	-0.619644288579	0.000000000000	-0.784882765533	0.000000000000	0.000000000000	0.000000000000	10.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
2	10	0	11.442200318982	42.828427124746	3.826787070711	-0.619644288579	0.000000000000	-0.784882765533	0.000000000000	0.000000000000	0.000000000000	10.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
3	9	0	12.683948089348	37.171572875254	0.076539515201	-0.564683915592	0.000000000000	-0.825307261250	0.000000000000	0.000000000000	0.000000000000	14.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
3	10	1	15.385644115791	42.828427124746	4.025172169233	-0.564683915592	0.000000000000	-0.825307261250	0.000000000000	0.000000000000	0.000000000000	14.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
4	9	0	16.778419841570	37.171572875254	-0.110002091834	-0.501036270542	0.000000000000	-0.865426285481	0.000000000000	0.000000000000	0.000000000000	18.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
4	10	1	19.292827729301	42.828427124746	4.233066077883	-0.501036270542	0.000000000000	-0.865426285481	0.000000000000	0.000000000000	0.000000000000	18.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
5	9	0	20.912635228698	37.171572875254	-0.295547850527	-0.428086344739	0.000000000000	-0.903737838894	0.000000000000	0.000000000000	0.000000000000	22.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
5	10	1	23.156739435602	42.828427124746	4.442005475161	-0.428086344739	0.000000000000	-0.903737838894	0.000000000000	0.000000000000	0.000000000000	22.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
6	9	0	25.090264616075	37.171572875254	-0.469281756369	-0.345705358827	0.000000000000	-0.938343116817	0.000000000000	0.000000000000	0.000000000000	26.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
6	10	1	26.972493774505	42.828427124746	4.639625959371	-0.345705358827	0.000000000000	-0.938343116817	0.000000000000	0.000000000000	0.000000000000	26.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
7	9	0	29.311079525505	37.171572875254	-0.617897803081	-0.254493299280	0.000000000000	-0.967074537263	0.000000000000	0.000000000000	0.000000000000	30.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
7	10	1	30.739531887414	42.828427124746	4.810221172174	-0.254493299280	0.000000000000	-0.967074537263	0.000000000000	0.000000000000	0.000000000000	30.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
8	9	0	33.569367224998	37.171572875254	-0.727340908346	-0.155962573473	0.000000000000	-0.987762965329	0.000000000000	0.000000000000	0.000000000000	34.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
8	10	1	34.463701198714	42.828427124746	4.936774258521	-0.155962573473	0.000000000000	-0.987762965329	0.000000000000	0.000000000000	0.000000000000	34.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
9	9	0	37.853390978758	37.171572875254	-0.785571403591	-0.052558833123	0.000000000000	-0.998617829333	0.000000000000	0.000000000000	0.000000000000	38.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
9	10	1	38.158127953728	42.828427124746	5.004431120830	-0.052558833123	0.000000000000	-0.998617829333	0.000000000000	0.000000000000	0.000000000000	38.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
10	9	0	42.146609021242	37.171572875254	-0.785571403591	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	42.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
10	10	1	41.841872046272	42.828427124746	5.004431120830	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	42.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
11	9	0	46.430632775002	37.171572875254	-0.727340908346	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	46.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
11	10	1	45.536298801286	42.828427124746	4.936774258521	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	46.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
12	9	0	50.688920474495	37.171572875254	-0.617897803081	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	50.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
12	10	1	49.260468112586	42.828427124746	4.810221172174	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	50.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
13	9	0	54.909735383925	37.171572875254	-0.469281756369	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	54.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
13	10	1	53.027506225495	42.828427124746	4.639625959371	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	54.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
14	9	0	59.087364771302	37.171572875254	-0.295547850527	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	58.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
14	10	1	56.843260564397	42.828427124746	4.442005475161	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	58.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
15	9	0	63.221580158430	37.171572875254	-0.110002091834	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	62.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
15	10	1	60.707172270699	42.828427124746	4.233066077883	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	62.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
16	9	0	67.316051910652	37.171572875254	0.076539515201	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	0.000000000000	66.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
