Speed:	1000.000000000000
StepSize:	0.001000000000
is not moving
 xp 	 yp 	 zp 	 X 	 Y 	 Z 	 vX 	 vY 	 vZ 	 aaX 	 aaY 	 aaZ 	 lX 	 lY 	 lZ 	 lvX 	 lvY 	 lvZ 
0	9	0	2.000000000000	37.171572875254	2.000000000000	-0.707106781187	0.000000000000	-0.707106781187	-0.000000000000	-0.000000000000	-0.000000000000	2.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
0	10	0	2.000000000000	42.828427124746	2.000000000000	-0.707106781187	0.000000000000	-0.707106781187	-0.000000000000	-0.000000000000	-0.000000000000	2.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
1	9	0	6.000000000000	37.171572875254	2.000000000000	-0.666794859470	0.000000000000	-0.745241313525	-0.000000000000	-0.000000000000	-0.000000000000	6.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
1	10	0	6.000000000000	42.828427124746	2.000000000000	-0.666794859470	0.000000000000	-0.745241313525	-0.000000000000	-0.000000000000	-0.000000000000	6.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
2	9	0	10.000000000000	37.171572875254	2.000000000000	-0.619644288579	0.000000000000	-0.784882765533	-0.000000000000	-0.000000000000	-0.000000000000	10.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
2	10	0	10.000000000000	42.828427124746	2.000000000000	-0.619644288579	0.000000000000	-0.784882765533	-0.000000000000	-0.000000000000	-0.000000000000	10.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
3	9	0	14.000000000000	37.171572875254	2.000000000000	-0.564683915592	0.000000000000	-0.825307261250	-0.000000000000	-0.000000000000	-0.000000000000	14.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
3	10	0	14.000000000000	42.828427124746	2.000000000000	-0.564683915592	0.000000000000	-0.825307261250	-0.000000000000	-0.000000000000	-0.000000000000	14.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
4	9	0	18.000000000000	37.171572875254	2.000000000000	-0.501036270542	0.000000000000	-0.865426285481	-0.000000000000	-0.000000000000	-0.000000000000	18.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
4	10	0	18.000000000000	42.828427124746	2.000000000000	-0.501036270542	0.000000000000	-0.865426285481	-0.000000000000	-0.000000000000	-0.000000000000	18.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
5	9	0	22.000000000000	37.171572875254	2.000000000000	-0.428086344739	0.000000000000	-0.903737838894	-0.000000000000	-0.000000000000	-0.000000000000	22.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
5	10	0	22.000000000000	42.828427124746	2.000000000000	-0.428086344739	0.000000000000	-0.903737838894	-0.000000000000	-0.000000000000	-0.000000000000	22.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
6	9	0	26.000000000000	37.171572875254	2.000000000000	-0.345705358827	0.000000000000	-0.938343116817	-0.000000000000	-0.000000000000	-0.000000000000	26.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
6	10	0	26.000000000000	42.828427124746	2.000000000000	-0.345705358827	0.000000000000	-0.938343116817	-0.000000000000	-0.000000000000	-0.000000000000	26.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
7	9	0	30.000000000000	37.171572875254	2.000000000000	-0.254493299280	0.000000000000	-0.967074537263	-0.000000000000	-0.000000000000	-0.000000000000	30.000000000000	37.171572875254	2.000000000000	0.000000000000	0.000000000000	0.000000000000
7	10	0	30.000000000000	42.828427124746	2.000000000000	-0.254493299280	0.000000000000	-0.967074537263	-0.000000000000	-0.000000000000	-0.000000000000	30.000000000000	42.828427124746	2.000000000000	0.000000000000	0.000000000000	0.000000000000
